name,rating,reviews,industry,location,highly_rated,critically_rated
Maersk,4.0,3.6k,Logistics,Chennai +49 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Grasim Industries,4.0,3.6k,Building Material,Bharuch +232 other locations,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal
Tata Capital,3.9,3.6k,NBFC,Mumbai +342 other locations,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
Kyndryl,3.9,3.6k,IT Services & Consulting,Bangalore / Bengaluru +36 other locations,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
Godrej & Boyce Manufacturing,3.9,3.6k,Consumer Electronics & Appliances,Mumbai +163 other locations,Job Security,Promotions / Appraisal
Cogent E Services,3.1,3.5k,BPO,Noida +55 other locations,,"Company Culture, Work Satisfaction, Promotions / Appraisal"
Birlasoft,3.5,3.5k,IT Services & Consulting,Pune +49 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Dabur,3.9,3.5k,FMCG,New Delhi +317 other locations,Salary & Benefits,Promotions / Appraisal
Samvardhana Motherson Group,3.7,3.5k,Auto Components,Noida +91 other locations,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Glenmark Pharmaceuticals,3.8,3.5k,Pharma,Mumbai +178 other locations,,Promotions / Appraisal
Abbott,4.1,3.5k,Pharma,Mumbai +211 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Synechron,3.5,3.5k,IT Services & Consulting,Pune +31 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
Bharat Electronics,4.2,3.5k,Electronics Manufacturing,Bangalore / Bengaluru +88 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Kotak Mahindara Life Insurance,3.5,3.5k,Insurance,Mumbai +251 other locations,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
JK Cement,4.0,3.5k,Building Material,New Delhi +320 other locations,"Salary & Benefits, Work Life Balance, Job Security",
KPIT Technologies,3.0,3.5k,Software Product,Pune +43 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
Aarti Industries,4.0,3.5k,Agro Chemicals,Bharuch +57 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
Ipca Laboratories,3.8,3.5k,Pharma,Mumbai +158 other locations,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
Reliance Projects & Property Management Services,4.0,3.5k,IT Services & Consulting,Kolkata +609 other locations,"Skill Development / Learning, Work Life Balance, Job Security",Promotions / Appraisal
Indian Oil Corporation,4.4,3.5k,Oil & Gas,New Delhi +303 other locations,"Company Culture, Work Life Balance, Job Security",
Alkem Laboratories,3.9,3.4k,Pharma,Mumbai +193 other locations,Salary & Benefits,Promotions / Appraisal
"NTT DATA, Inc.",3.9,3.4k,IT Services & Consulting,Bangalore / Bengaluru +33 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Johnson Controls,3.5,3.4k,Industrial Automation,Pune +56 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
MRF Tyres,3.6,3.4k,Auto Components,Chennai +192 other locations,,"Company Culture, Work Satisfaction, Work Life Balance"
Reliance Digital,4.1,3.4k,Retail,Mumbai +375 other locations,"Skill Development / Learning, Job Security, Company Culture",
IGT Solutions,3.3,3.4k,BPO,New Delhi +48 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Honda Motorcycle & Scooter,4.1,3.4k,Automobile,Gurgaon / Gurugram +292 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Vishal Mega Mart,3.7,3.3k,Retail,New Delhi +370 other locations,Salary & Benefits,"Company Culture, Work Satisfaction, Job Security"
Ford Motor,4.2,3.3k,Automobile,Chennai +130 other locations,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal
UBS,3.9,3.3k,Financial Services,Pune +19 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
Hindustan Coca Cola Beverages,4.0,3.3k,Beverage,Bangalore / Bengaluru +254 other locations,"Skill Development / Learning, Salary & Benefits, Company Culture",Promotions / Appraisal
24/7 Customer,3.4,3.3k,Software Product,Bangalore / Bengaluru +36 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
ArcelorMittal Nippon Steel,4.1,3.3k,Iron & Steel,Surat +85 other locations,"Work Life Balance, Job Security, Company Culture",
DTDC Express,3.7,3.3k,Logistics,New Delhi +267 other locations,,"Promotions / Appraisal, Salary & Benefits"
PhonePe,4.0,3.3k,FinTech,Bangalore / Bengaluru +375 other locations,"Salary & Benefits, Company Culture, Work Life Balance",
Reliance Nippon Life Insurance,3.4,3.3k,Insurance,Mumbai +479 other locations,,"Job Security, Work Satisfaction, Promotions / Appraisal"
Ceat Tyres,3.9,3.3k,Auto Components,Nagpur +138 other locations,"Job Security, Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
HARMAN,3.8,3.2k,Consumer Electronics & Appliances,Bangalore / Bengaluru +40 other locations,Work Life Balance,Promotions / Appraisal
ABB,4.1,3.2k,Industrial Machinery,Bangalore / Bengaluru +106 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
RSPL Group,4.0,3.2k,FMCG,Kanpur +248 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
UNO Minda,3.9,3.2k,Auto Components,Pune +105 other locations,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal
Indian Air Force,4.6,3.2k,Defence & Aerospace,New Delhi +135 other locations,"Job Security, Skill Development / Learning, Salary & Benefits",
NatWest Group,4.0,3.2k,Banking,Gurgaon / Gurugram +28 other locations,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits"
Barclays,3.7,3.2k,Banking,Pune +36 other locations,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
Cloudnine Hospital,4.4,3.2k,Healthcare,Bangalore / Bengaluru +45 other locations,"Company Culture, Work Life Balance, Job Security",
Marpu Foundation,4.9,3.2k,Non-Profit,Hyderabad / Secunderabad +61 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
AGS Health,4.0,3.2k,Analytics & KPO,Chennai +59 other locations,"Company Culture, Job Security, Work Life Balance",
Conduent,3.4,3.2k,BPO,Bangalore / Bengaluru +34 other locations,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
InterGlobe Aviation,3.5,3.1k,Aviation,New Delhi +101 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
Alstom Transportation,3.7,3.1k,Engineering & Construction,Bangalore / Bengaluru +80 other locations,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction"
GeBBS Healthcare Solutions,3.7,3.1k,Healthcare,Mumbai +26 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
TVS Credit Services Ltd,4.2,3.1k,NBFC,Chennai +420 other locations,"Company Culture, Salary & Benefits, Work Life Balance",
Tata Technologies,3.4,3.1k,Engineering & Construction,Pune +53 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Blinkit,3.7,3.1k,Internet,Gurgaon / Gurugram +140 other locations,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction, Job Security"
Tata AIG,4.0,3.1k,Insurance,Mumbai +258 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Max Healthcare,3.9,3.1k,Healthcare,New Delhi +78 other locations,"Job Security, Skill Development / Learning",Promotions / Appraisal
Croma,3.8,3.1k,Retail,Mumbai +185 other locations,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
UPL,4.1,3.1k,Agro Chemicals,Ankleshwar +184 other locations,"Job Security, Work Life Balance, Skill Development / Learning",
Future Group,4.2,3.1k,Retail,Mumbai +206 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",
Amazon Transportation Services,4.2,3k,Logistics,Hyderabad / Secunderabad +223 other locations,"Company Culture, Skill Development / Learning, Salary & Benefits",
PepsiCo,4.0,3k,Food Processing,Hyderabad / Secunderabad +273 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Altruist Technologies,4.3,3k,BPO,Bangalore / Bengaluru +43 other locations,"Work Life Balance, Job Security, Skill Development / Learning",
Dilip Buildcon,3.9,3k,Engineering & Construction,Bhopal +226 other locations,Salary & Benefits,"Job Security, Promotions / Appraisal"
Bajaj General Insurance Limited,3.8,3k,Insurance,Pune +271 other locations,Salary & Benefits,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
Walmart,3.4,3k,Retail,Bangalore / Bengaluru +91 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Titan Company,4.2,3k,Retail,Bangalore / Bengaluru +178 other locations,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal
Mankind Pharma,3.8,3k,Pharma,New Delhi +245 other locations,Salary & Benefits,
S&P Global,4.0,3k,Analytics & KPO,Hyderabad / Secunderabad +47 other locations,"Company Culture, Work Life Balance",Promotions / Appraisal
Varroc Group,3.6,3k,Auto Components,Pune +61 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
MSN Laboratories,3.6,3k,Pharma,Hyderabad / Secunderabad +101 other locations,Job Security,"Company Culture, Work Satisfaction, Work Life Balance"
Afcons Infrastructure,4.2,3k,Engineering & Construction,Mumbai +120 other locations,"Job Security, Skill Development / Learning, Company Culture",
Societe Generale Global Solution Centre,3.7,2.9k,IT Services & Consulting,Bangalore / Bengaluru +24 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
CMS IT Services,3.1,2.9k,IT Services & Consulting,Mumbai +152 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Jindal Stainless,4.2,2.9k,Iron & Steel,Jajpur +75 other locations,"Job Security, Work Life Balance, Skill Development / Learning",
Torrent Pharmaceuticals,4.0,2.9k,Pharma,Ahmedabad +125 other locations,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
Quest Global,3.5,2.9k,IT Services & Consulting,Bangalore / Bengaluru +46 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Square Yards,3.7,2.9k,Internet,Gurgaon / Gurugram +50 other locations,,Job Security
I Process Services,3.8,2.9k,Recruitment,Mumbai +404 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
HDFC Sales,3.9,2.9k,Financial Services,Mumbai +340 other locations,"Skill Development / Learning, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
Zensar Technologies,3.7,2.9k,IT Services & Consulting,Pune +29 other locations,Work Life Balance,"Promotions / Appraisal, Job Security, Salary & Benefits"
ACC,3.9,2.9k,Building Material,Mumbai +263 other locations,,Promotions / Appraisal
IDFC FIRST Bharat,4.2,2.9k,Financial Services,Chennai +405 other locations,"Salary & Benefits, Company Culture, Work Life Balance",
Shoppers Stop,4.0,2.8k,Retail,Mumbai +83 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
DS Group,4.1,2.8k,FMCG,Noida +277 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Fujitsu,3.8,2.8k,IT Services & Consulting,Pune +40 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
Suzlon Group,4.0,2.8k,Power,Pune +139 other locations,"Job Security, Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits"
Nokia,4.0,2.8k,Telecom,Bangalore / Bengaluru +165 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Eternal Limited,3.6,2.8k,Internet,Gurgaon / Gurugram +216 other locations,,"Promotions / Appraisal, Job Security, Work Life Balance"
Apollo Tyres,4.0,2.8k,Auto Components,Chennai +180 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
ESAF Small Finance Bank,3.6,2.8k,Banking,Thrissur +435 other locations,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
UnitedHealth,4.0,2.8k,Healthcare,Hyderabad / Secunderabad +17 other locations,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
Tata Elxsi,3.6,2.8k,IT Services & Consulting,Bangalore / Bengaluru +30 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Indus Towers,3.6,2.8k,Telecom,Gurgaon / Gurugram +230 other locations,,"Promotions / Appraisal, Job Security, Work Life Balance"
VVDN Technologies,3.6,2.8k,IT Services & Consulting,Gurgaon / Gurugram +49 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Fiserv,2.9,2.8k,FinTech,Pune +32 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
IKS Health,3.5,2.8k,Healthcare,Mumbai +31 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Yazaki,3.9,2.7k,Auto Components,Pune +92 other locations,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Ola Electric Mobility,3.3,2.7k,Automobile,Bangalore / Bengaluru +408 other locations,,"Job Security, Company Culture, Promotions / Appraisal"
Whitehat jr,3.3,2.7k,EdTech,Mumbai +49 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
Landmark Group,3.8,2.7k,Retail,Bangalore / Bengaluru +170 other locations,Job Security,Promotions / Appraisal
Sagility,3.9,2.7k,BPO,Bangalore / Bengaluru +27 other locations,"Job Security, Company Culture, Work Life Balance","Salary & Benefits, Promotions / Appraisal"
Shree Cement,3.7,2.7k,Building Material,Beawar +249 other locations,,"Promotions / Appraisal, Job Security"
SRF,4.1,2.7k,Chemicals,Bharuch +66 other locations,"Job Security, Salary & Benefits, Work Life Balance",Promotions / Appraisal
Britannia,4.0,2.7k,FMCG,Pune +294 other locations,"Job Security, Skill Development / Learning",Promotions / Appraisal
Blue Dart Express Ltd,3.9,2.7k,Logistics,Mumbai +274 other locations,"Job Security, Company Culture",Promotions / Appraisal
Bharat Financial Inclusion,3.7,2.7k,NBFC,Hyderabad / Secunderabad +479 other locations,Salary & Benefits,"Work Satisfaction, Promotions / Appraisal"
Flex,3.9,2.6k,Electronics Manufacturing,Chennai +46 other locations,"Company Culture, Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits"
Capita,3.5,2.6k,BPO,Pune +32 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Shell,3.9,2.6k,Oil & Gas,Bangalore / Bengaluru +90 other locations,"Work Life Balance, Company Culture, Salary & Benefits","Promotions / Appraisal, Job Security"
Kansai Nerolac Paints,3.8,2.6k,Chemicals,Mumbai +248 other locations,,Promotions / Appraisal
Exide Industries,3.4,2.6k,Auto Components,Kolkata +198 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Micro Labs,3.6,2.6k,Pharma,Bangalore / Bengaluru +149 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
ElasticRun,3.6,2.6k,Logistics,Pune +387 other locations,,"Job Security, Promotions / Appraisal, Work Life Balance"
Dalmia Bharat Cement,3.9,2.6k,Building Material,Guwahati +248 other locations,"Job Security, Salary & Benefits",Promotions / Appraisal
Nestlé,3.8,2.6k,FMCG,Gurgaon / Gurugram +271 other locations,Salary & Benefits,"Promotions / Appraisal, Work Life Balance"
TVS Supply Chain Solutions,3.8,2.6k,Logistics,Chennai +150 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
KPMG Global Services,3.4,2.6k,Management Consulting,Bangalore / Bengaluru +37 other locations,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
G4S,4.0,2.6k,Law Enforcement & Security,Gurgaon / Gurugram +159 other locations,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal
KFintech,3.4,2.6k,FinTech,Hyderabad / Secunderabad +113 other locations,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
