Serial_No,Brand,Product_Name,Price,Original_Price,Discount,Product_Link,Image_URL
1225,Columbia,Men Embroidered Paneled Hat,"₹2,499",N/A,N/A,https://www.ajio.com/columbia-men-embroidered-paneled-hat/p/467055579_red?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240925/jrxl/66f40c1cf9b8ef490b66d127/columbia_red_men_embroidered_paneled_hat.jpg
1226,INFISPACE,Unisex Bucket Hat with Stitched Detail,₹700,"₹1,399",(50% off),https://www.ajio.com/infispace-unisex-bucket-hat-with-stitched-detail/p/467056600_red?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240225/EqF5/65da581216fd2c6e6a194c6f/infispace_red_unisex_bucket_hat_with_stitched_detail.jpg
1227,Columbia,Men Baseball Cap with Perforation,"₹2,499",N/A,N/A,https://www.ajio.com/columbia-men-baseball-cap-with-perforation/p/467050588_brown?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240925/rdlo/66f40cb2260f9c41e827c6f5/columbia_brown_men_baseball_cap_with_perforation.jpg
1228,INFISPACE,Men Baseball Cap,₹698,"₹1,395",(50% off),https://www.ajio.com/infispace-men-baseball-cap/p/467056713_khaki?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240209/goT5/65c62b6e16fd2c6e6aec2245/infispace_khaki_men_baseball_cap.jpg
1229,THE BEAR HOUSE,Leaf Print Cotton Bucket Hat,"₹1,499",N/A,N/A,https://www.ajio.com/the-bear-house-leaf-print-cotton-bucket-hat/p/700109790_cream?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240621/DwqD/667487036f60443f31659ea8/the_bear_house_cream_leaf_print_cotton_bucket_hat.jpg
1230,Columbia,Men Embroidered Snapback Cap,"₹2,499",N/A,N/A,https://www.ajio.com/columbia-men-embroidered-snapback-cap/p/466969570_grey?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240925/r2ES/66f40ca9f9b8ef490b66e376/columbia_grey_men_embroidered_snapback_cap.jpg
1231,Zevora,Men Embroidered Baseball Cap,₹500,₹999,(50% off),https://www.ajio.com/zevora-men-embroidered-baseball-cap/p/702373035_blue?,
1232,SNITCH,Men Baseball Cap,"₹1,199",N/A,N/A,https://www.ajio.com/snitch-men-baseball-cap/p/702529075_green?,
1233,Royal Enfield,Men Typographic Print Cotton Head Wrap,₹490,N/A,N/A,https://www.ajio.com/royal-enfield-men-typographic-print-cotton-head-wrap/p/702563909_offwhite?,
1234,NEONOMAD,Men Self-design Cap,₹479,₹599,(20% off),https://www.ajio.com/neonomad-men-self-design-cap/p/702646110_black?,
1235,Decathlon,Men Flat Cap,₹799,N/A,N/A,https://www.ajio.com/decathlon-men-flat-cap-/p/702640691_blue?,
1236,Royal Enfield,Men Embroidered Baseball Cap,₹720,₹900,(20% off),https://www.ajio.com/royal-enfield-men-embroidered-baseball-cap/p/702087591_white?,
1237,Royal Enfield,Men Baseball Cap with Stitched Details,₹900,N/A,N/A,https://www.ajio.com/royal-enfield-men-baseball-cap-with-stitched-details/p/702140439_maroon?,
1238,ALAMOS,Men Striped Baseball Cap,₹500,₹999,(50% off),https://www.ajio.com/alamos-men-striped-baseball-cap/p/701789435_beige?,
1239,ALAMOS,Men Embroidered Snapback Cap,₹700,"₹1,399",(50% off),https://www.ajio.com/alamos-men-embroidered-snapback-cap/p/701793631_grey?,
1240,ALAMOS,Men Baseball Cap with Adjustable Back,₹650,"₹1,299",(50% off),https://www.ajio.com/alamos-men-baseball-cap-with-adjustable-back/p/701793631_red?,
1241,ALAMOS,Men Baseball Cap with Adjustable Strap,₹650,"₹1,299",(50% off),https://www.ajio.com/alamos-men-baseball-cap-with-adjustable-strap/p/701801927_maroon?,
1242,ALAMOS,Men Baseball Cap with Adjustable Back,₹600,"₹1,199",(50% off),https://www.ajio.com/alamos-men-baseball-cap-with-adjustable-back/p/701790458_multi?,
1243,Juxar,Men Floral Print Snapback Cap,₹999,"₹2,599",(62% off),https://www.ajio.com/juxar-men-floral-print-snapback-cap/p/701770119_multi?,
1244,Juxar,Men Juxar Print Snapback Cap,₹999,"₹2,599",(62% off),https://www.ajio.com/juxar-men-juxar-print-snapback-cap/p/701770120_navy?,
1245,BALENZIA,Men Marvel Embroidered Baseball Cap,"₹1,299",N/A,N/A,https://www.ajio.com/balenzia-men-marvel-embroidered-baseball-cap/p/701853477_black?,
1246,BALENZIA,Men Embroidered Baseball Cap,"₹1,299",N/A,N/A,https://www.ajio.com/balenzia-men-embroidered-baseball-cap/p/701853425_black?,
1247,ALAMOS,Men Cotton Self-Design Cap,₹750,"₹1,499",(50% off),https://www.ajio.com/alamos-men-cotton-self-design-cap/p/701853163_multi?,
1248,Aavjo,Men Baseball cap with Velcro Closure,₹500,₹999,(50% off),https://www.ajio.com/aavjo-men-baseball-cap-with-velcro-closure/p/701977718_taupe?,
1249,Aavjo,Men Embroidered Baseball Cap,₹500,₹999,(50% off),https://www.ajio.com/aavjo-men-embroidered-baseball-cap/p/701977041_red?,
1250,cazzano,Men Knitted Beanie,₹400,₹999,(60% off),https://www.ajio.com/cazzano-men-knitted-beanie-/p/702081660_grey?,
1251,ALAMOS,Men Ribbed Knitted Beanie Cap with Neck Warmer,₹750,"₹1,499",(50% off),https://www.ajio.com/alamos-men-ribbed-knitted-beanie-cap-with-neck-warmer/p/702051486_navy?,
1252,ALAMOS,Men Set of 2 Embroidered Baseball Caps with Adjustable Strap,₹500,₹999,(50% off),https://www.ajio.com/alamos-men-set-of-2-embroidered-baseball-caps-with-adjustable-strap/p/702021408_multi?,
1253,ALAMOS,Men Numeric Print Baseball Cap,₹600,"₹1,199",(50% off),https://www.ajio.com/alamos-men-numeric-print-baseball-cap/p/702021073_black?,
1254,ALAMOS,Men Embroidered Baseball Cap,₹600,"₹1,199",(50% off),https://www.ajio.com/alamos-men-embroidered-baseball-cap-/p/702020874_black?,
1255,Bene Kleed,Cotton Embroidery Cap,₹391,"₹1,699",(77% off),https://www.ajio.com/bene-kleed-cotton-embroidery-cap/p/702420102_black?,
1256,Decathlon,Men Logo Print Baseball Cap,₹549,N/A,N/A,https://www.ajio.com/decathlon-men-logo-print-baseball-cap/p/702644758_white?,
1257,SCOTCH & SODA,Twill Logo Cap,"₹2,500","₹4,999",(50% off),https://www.ajio.com/scotch--soda-twill-logo-cap/p/410478917_6939?,
1258,Gc Gym Care,Men Ribbed Beanie Cap,₹400,₹999,(60% off),https://www.ajio.com/gc-gym-care-men-ribbed-beanie-cap/p/466503396_black?,
1259,THE BRO CODE,Men Beanie Cap with Scarf,"₹1,173","₹5,099",(77% off),https://www.ajio.com/the-bro-code-men-beanie-cap-with-scarf/p/466879018_beige?,
1260,BALENZIA,Embroidered Flat Cap,₹520,"₹1,299",(60% off),https://www.ajio.com/balenzia-embroidered-flat-cap/p/465884932_navy?,
1261,Bharatasya,Wool Knitted Beanies Cap,₹800,"₹1,999",(60% off),https://www.ajio.com/bharatasya-wool-knitted-beanies-cap/p/465488429_blue?,
1262,WOODLAND,Men Baseball Cap with Brand Embroidery,₹995,N/A,N/A,https://www.ajio.com/woodland-men-baseball-cap-with-brand-embroidery/p/469160858_camel?,
1263,Omtex,Men Baseball Cap with Adjustable Strap,₹524,₹749,(30% off),https://www.ajio.com/omtex-men-baseball-cap-with-adjustable-strap/p/467193053_maroon?,
1264,INFISPACE,Men Cotton Bucket Hat with Floral Embroidery,₹700,"₹1,399",(50% off),https://www.ajio.com/infispace-men-cotton-bucket-hat-with-floral-embroidery/p/467056703_red?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240213/dPxd/65cb71f616fd2c6e6af4646f/infispace_red_men_cotton_bucket_hat_with_floral_embroidery.jpg
1265,CALVADOSS,Men Ribbed Beanie Cap,₹450,₹999,(55% off),https://www.ajio.com/calvadoss-men-ribbed-beanie-cap/p/700711132_cream?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241107/mlix/672c8547f9b8ef490b08cdc1/calvadoss_cream_men_ribbed_beanie_cap.jpg
1266,Bharatasya,Men Patterned-Knit Flat Caps,₹400,₹999,(60% off),https://www.ajio.com/bharatasya-men-patterned-knit-flat-caps/p/466758814_multi?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20231030/QsuP/653fda13afa4cf41f56957e1/bharatasya_multicoloured_men_patterned-knit_flat_caps.jpg
1267,Bharatasya,Men Patterned-Knit Beanie,₹384,₹699,(45% off),https://www.ajio.com/bharatasya-men-patterned-knit-beanie/p/466758798_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20231031/rLOa/65402ee6afa4cf41f569dfcc/bharatasya_black_men_patterned-knit_beanie.jpg
1268,Columbia,Men Snapback Cap with Patchwork,"₹2,499",N/A,N/A,https://www.ajio.com/columbia-men-snapback-cap-with-patchwork/p/467112736_red?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240925/UBBd/66f40e3ff9b8ef490b671739/columbia_pink_agave_men_snapback_cap_with_patchwork.jpg
1269,Stellers,Graphic Print Baseball Cap,₹391,"₹1,699",(77% off),https://www.ajio.com/stellers-graphic-print-baseball-cap/p/463791093_olive?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230621/SwN2/649294d9d55b7d0c6391b86f/stellers_olive_green_graphic_print_baseball_cap.jpg
1270,Cantabil,Men Embroidered Baseball Cap,₹559,₹799,(30% off),https://www.ajio.com/cantabil-men-embroidered-baseball-cap/p/466328345_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230703/abx8/64a2fc33a9b42d15c9324cfb/cantabil_black_men_embroidered_baseball_cap.jpg
1271,Free Authority,Men Graphic Cap,₹787,"₹1,049",(25% off),https://www.ajio.com/free-authority-men-graphic-cap/p/702274105_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250918/OXtl/68cbe8608bfb9009ac14b64d/free_authority_black_men_graphic_cap.jpg
1272,BALENZIA,Men Embroidery Cap,"₹1,299",N/A,N/A,https://www.ajio.com/balenzia-men-embroidery-cap/p/701567420_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250826/KBsw/68ade17d8bfb9009acb1dbc1/balenzia_black_men_embroidery_cap.jpg
1273,Royal Enfield,Men Printed Cotton Baseball Cap,₹800,N/A,N/A,https://www.ajio.com/royal-enfield-men-printed-cotton-baseball-cap/p/702564747_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251201/63dX/692da750720fb821d35fa0df/royal_enfield_black_men_printed_cotton_baseball_cap.jpg
1274,ARMANI EXCHANGE,Men Artful Camo Baseball Cap with Logo Embroidery,"₹4,740","₹9,480",(50% off),https://www.ajio.com/armani-exchange-men-artful-camo-baseball-cap-with-logo-embroidery/p/410498858_32840?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241127/Y1EX/674721320f47f80c87b09652/armani_exchange_brown_men_artful_camo_baseball_cap_with_logo_embroidery.jpg
1275,ARMANI EXCHANGE,Vacation Print Logo Cap,"₹4,214","₹8,427",(50% off),https://www.ajio.com/armani-exchange-vacation-print-logo-cap/p/410475827_34033?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250121/o9uO/678f86e7663dbe1c5fead4f2/armani_exchange_blue_vacation_print_logo_cap.jpg
1276,ARMANI EXCHANGE,Men Logo Quilted Baseball Cap,"₹4,214","₹8,427",(50% off),https://www.ajio.com/armani-exchange-men-logo-quilted-baseball-cap/p/410498857_06314?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240910/KcOx/66e051dc6f60443f316a4aaf/armani_exchange_beige_men_logo_quilted_baseball_cap.jpg
1277,ARMANI EXCHANGE,Shiny and Embossed Logo Cap,"₹4,740","₹9,480",(50% off),https://www.ajio.com/armani-exchange-shiny-and-embossed-logo-cap/p/410475822_31940?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240223/18jr/65d888e416fd2c6e6a1779cc/armani_exchange_blue_shiny_and_embossed_logo_cap.jpg
1278,ARMANI EXCHANGE,Vacation Print Logo Cap,"₹4,740","₹9,480",(50% off),https://www.ajio.com/armani-exchange-vacation-print-logo-cap/p/410475836_25573?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250121/cF5j/678f85fb0431850e0daf6b05/armani_exchange_pink_vacation_print_logo_cap.jpg
1279,MATCHITT,Men Camouflage Print Baseball Cap,₹359,₹599,(40% off),https://www.ajio.com/matchitt-men-camouflage-print-baseball-cap/p/441759656_olive?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20221118/cReC/63776648f997ddfdbd83d897/matchitt_olive_men_camouflage_print_baseball_cap.jpg
1280,Columbia,Men Typographic Print Panelled Baseball Cap,"₹1,999",N/A,N/A,https://www.ajio.com/columbia-men-typographic-print-panelled-baseball-cap/p/701173486_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250206/r5XM/67a4d4c8bc78b543a9298624/columbia_blue_men_typographic_print_panelled_baseball_cap.jpg
1281,MATCHITT,Men Typographic Print Baseball Cap,₹359,₹599,(40% off),https://www.ajio.com/matchitt-men-typographic-print-baseball-cap/p/442271492_olive?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240515/qZeU/66449e9d05ac7d77bb5cab9c/matchitt_olive_men_typographic_print_baseball_cap.jpg
1282,Altheory by AZORTE,New York Embroidered Baseball Cap,₹799,N/A,N/A,https://www.ajio.com/altheory-by-azorte-new-york-embroidered-baseball-cap/p/442938965_olive?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250828/JPwf/68b0241e3d468c61aba14c03/altheory_by_azorte_olive_new_york_embroidered_baseball_cap.jpg
1283,Altheory by AZORTE,Rad Embroidered Baseball Cap,₹799,N/A,N/A,https://www.ajio.com/altheory-by-azorte-rad-embroidered-baseball-cap/p/442938964_wine?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250828/5WxW/68b023e53d468c61aba1454e/altheory_by_azorte_wine_rad_embroidered_baseball_cap.jpg
1284,Altheory by AZORTE,Fortnite Embroidered Baseball Cap,₹799,N/A,N/A,https://www.ajio.com/altheory-by-azorte-fortnite-embroidered-baseball-cap/p/442938969_olive?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250828/g4KK/68b0236d8bfb9009acb62f3b/altheory_by_azorte_olive_fortnite_embroidered_baseball_cap.jpg
1285,Youth Robe,Men Flat Cap,"₹1,039","₹1,999",(48% off),https://www.ajio.com/youth-robe-men-flat-cap/p/700899937_brown?,
1286,Armisto,Men Knitted Beanie with Metal Accent,₹500,₹999,(50% off),https://www.ajio.com/armisto-men-knitted-beanie-with-metal-accent/p/700904329_navy?,
1287,ALAMOS,Men Set of 2 Baseball Caps with Adjustable Back,₹500,₹999,(50% off),https://www.ajio.com/alamos-men-set-of-2-baseball-caps-with-adjustable-back/p/702021861_multi?,
1288,SEAHORSE,Men Embroidered Baseball Cap,"₹1,199","₹1,498",(20% off),https://www.ajio.com/seahorse-men-embroidered-baseball-cap/p/701895559_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250709/c6Mi/686e5a6cb13fc54edd0b99a3/seahorse_black_men_embroidered_baseball_cap.jpg
1289,Being Human,Men Embroidered Baseball Cap,₹909,"₹1,299",(30% off),https://www.ajio.com/being-human-men-embroidered-baseball-cap/p/701569268_navy?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250513/SMnW/68225ee37a6cd4182f29db58/being_human_navy_men_embroidered_baseball_cap.jpg
1290,THE TIE HUB,Men Embroidered Baseball Cap with Adjustable Strap,"₹2,361","₹5,247",(55% off),https://www.ajio.com/the-tie-hub-men-embroidered-baseball-cap-with-adjustable-strap/p/701867930_multi?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251205/HDeg/69328eb4720fb821d36d665b/the_tie_hub_multicoloured_men_embroidered_baseball_cap_with_adjustable_strap.jpg
1291,THE TIE HUB,Men Colourblock Baseball Cap,₹734,"₹2,447",(70% off),https://www.ajio.com/the-tie-hub-men-colourblock-baseball-cap/p/701867759_multi?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251206/m3Jo/69333199720fb821d3707d44/the_tie_hub_multicoloured_men_colourblock_baseball_cap.jpg
1292,THE TIE HUB,Men Embroidered Baseball Cap with Adjustable Strap,"₹1,574","₹5,247",(70% off),https://www.ajio.com/the-tie-hub-men-embroidered-baseball-cap-with-adjustable-strap/p/701867696_multi?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251206/buv6/69332e138945db77cf12d22d/the_tie_hub_multicoloured_men_embroidered_baseball_cap_with_adjustable_strap.jpg
1293,ALAMOS,Men Seif-design Cap,₹600,"₹1,199",(50% off),https://www.ajio.com/alamos-men-seif-design-cap-/p/701784754_navy?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250621/CkeS/68569f130f920c69cc424a45/alamos_navy_men_seif-design_cap.jpg
1294,THE TIE HUB,Men Embroidered Distressed Baseball Cap,"₹1,574","₹3,497",(55% off),https://www.ajio.com/the-tie-hub-men-embroidered-distressed-baseball-cap/p/701869755_mustard?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251205/EDeQ/6932b6878945db77cf0ff0ec/the_tie_hub_mustard_men_embroidered_distressed_baseball_cap.jpg
1295,ALAMOS,Men Pack of 4 Baseball Caps,₹500,₹999,(50% off),https://www.ajio.com/alamos-men-pack-of-4-baseball-caps/p/701853153_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250701/ZUby/6863d0dde590ff066e16019f/alamos_black_men_pack_of_4_baseball_caps.jpg
1296,ALAMOS,Men Pack of 3 Baseball Caps,₹600,"₹1,199",(50% off),https://www.ajio.com/alamos-men-pack-of-3-baseball-caps/p/701853125_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250701/EwxY/6863cdc3e590ff066e159b09/alamos_black_men_pack_of_3_baseball_caps.jpg
1297,DC Shoes,Smashers Camouflage Print Snapback Cap,"₹1,995",N/A,N/A,https://www.ajio.com/dc-shoes-smashers-camouflage-print-snapback-cap/p/410172042_rrp6?,https://assets-jiocdn.ajio.com/medias/sys_master/root/hed/h2e/14061268172830/dc_shoes_green_smashers_camouflage_print_snapback_cap.jpg
1298,INFISPACE,Men Baseball Cap with Velcro Closure,₹698,"₹1,395",(50% off),https://www.ajio.com/infispace-men-baseball-cap-with-velcro-closure/p/467056713_grey?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240209/mC2A/65c62a8e16fd2c6e6aec0659/infispace_grey_men_baseball_cap_with_velcro_closure.jpg
1299,INFISPACE,Men Baseball Cap,₹698,"₹1,395",(50% off),https://www.ajio.com/infispace-men-baseball-cap/p/467056713_olive?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240209/P7W1/65c62b4a16fd2c6e6aec1d4c/infispace_olive_men_baseball_cap.jpg
1300,Royal Enfield,Men Ribbed Baseball Cap,₹990,N/A,N/A,https://www.ajio.com/royal-enfield-men-ribbed-baseball-cap/p/702555310_brown?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251128/ydby/69298284720fb821d3550f00/royal_enfield_brown_men_ribbed_baseball_cap.jpg
1301,ALAMOS,Men Graphic Print Snapback Cap,₹500,₹999,(50% off),https://www.ajio.com/alamos-men-graphic-print-snapback-cap/p/702022638_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250725/OPvM/6883bcd13d468c61ab21f033/alamos_black_men_graphic_print_snapback_cap.jpg
1302,Gc Gym Care,Self-design Beanie,₹500,₹999,(50% off),https://www.ajio.com/gc-gym-care-self-design-beanie/p/466507136_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230830/80qd/64ee98afddf7791519892f0f/gc_gym_care_black_self-design_beanie.jpg
1303,UNITED COLORS OF BENETTON,0IP6CACA2104I Baseball Cap with Embroidered Brand Text,"₹1,299",N/A,N/A,https://www.ajio.com/united-colors-of-benetton-0ip6caca2104i-baseball-cap-with-embroidered-brand-text/p/460888148_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20210415/ylim/60785e85aeb269a9e3928d02/united_colors_of_benetton_black_0ip6caca2104i_baseball_cap_with_embroidered_brand_text.jpg
1304,THE TIE HUB,Men Braided Hat,"₹1,688","₹3,750",(55% off),https://www.ajio.com/the-tie-hub-men-braided-hat/p/700209070_brown?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240719/rvd1/669a594c6f60443f3192451c/the_tie_hub_brown_men_braided_hat.jpg
1305,Uniformer,Men Set of 2 Chef Caps with Velcro Closure,₹470,"₹1,000",(53% off),https://www.ajio.com/uniformer-men-set-of-2-chef-caps-with-velcro-closure/p/466844922_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20231202/2yim/656a3c53afa4cf41f5af0a21/uniformer_black_men_set_of_2_chef_caps_with_velcro_closure.jpg
1306,THE TIE HUB,Men Belated Fedora Hat with Upturned Brim,"₹2,025","₹4,500",(55% off),https://www.ajio.com/the-tie-hub-men-belated-fedora-hat-with-upturned-brim/p/466465292_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230817/mYC5/64dd9fb6eebac147fcd08c10/the_tie_hub_blue_men_belated_fedora_hat_with_upturned_brim.jpg
1307,Free Authority,Men Typographic Print Beanie Cap,₹359,₹599,(40% off),https://www.ajio.com/free-authority-men-typographic-print-beanie-cap/p/700911814_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241212/G0iH/675aa5170f47f80c87f2f03f/free_authority_black_men_typographic_print_beanie_cap.jpg
1308,Navkar Crafts,Unisex Cable-Knit Winter Beanie with Gloves & Mask,₹500,₹999,(50% off),https://www.ajio.com/navkar-crafts-unisex-cable-knit-winter-beanie-with-gloves--mask/p/700963380_maroon?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241223/OhrR/6768e728c148fa1b30577e54/navkar_crafts_maroon_unisex_cable-knit_winter_beanie_with_gloves_%26_mask.jpg
1309,Aashirwad Crafts,Woolen Winter Beanie,₹405,₹899,(55% off),https://www.ajio.com/aashirwad-crafts-woolen-winter-beanie--/p/701440972_maroon?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250411/Y3F6/67f8d6d755340d4b4fc6fe42/aashirwad_crafts_maroon_woolen_winter_beanie.jpg
